Platform,System_ID,Latitude,Longitude,Date & Time,Air_Temp,RH,Pressure,Sea_Temp,Gust,Wind_Speed,Wind_Dir,Vis,Sig Height,Period
TH2,62045,49.9079,-2.8948,2026-08-18 11:00:00,18.5,97,10144,17.39,1.11,7.06,252,9812,,
TH2,62047,49.9079,-2.8949,2026-08-18 11:00:00,18.5,96.7,10145,17.39,0.49,4.85,49,9235,,
TH2,62045,49.9078,-2.8949,2026-08-18 10:00:00,18.5,97.9,10144,17.39,0.78,4.66,249.9,8081,,
TH2,62047,49.9078,-2.895,2026-08-18 10:00:00,18.5,97.5,10145,17.39,0.49,4.85,49,7594,,
TH2,62045,49.9077,-2.895,2026-08-18 09:00:00,18.3,98.1,10146,17.46,0.73,4.52,249.3,4887,,
TH2,62047,49.9077,-2.895,2026-08-18 09:00:00,18.3,97.6,10147,17.46,0.49,4.85,49,4051,,
TH2,62045,49.9075,-2.8956,2026-08-18 08:00:00,18.1,97.1,10147,17.47,0.91,6.08,236.6,6780,,
TH2,62047,49.9075,-2.8956,2026-08-18 08:00:00,18.1,96.7,10148,17.47,0.49,4.85,49,4738,,
TH2,62045,49.9073,-2.896,2026-08-18 07:00:00,18.2,96.1,10152,17.46,0.87,6.53,245,2597,,
TH2,62047,49.9073,-2.8961,2026-08-18 07:00:00,18.2,95.7,10154,17.46,0.49,4.85,49,2504,,
TH2,62045,49.9073,-2.8963,2026-08-18 06:00:00,18.4,94.5,10149,17.4,1.03,7.32,256.2,10148,,
TH2,62047,49.9073,-2.8963,2026-08-18 06:00:00,18.4,94.1,10150,17.4,0.49,4.85,49,10041,,
TH2,62045,49.9073,-2.8964,2026-08-18 05:00:00,18.4,93.6,10148,17.36,0.99,6.85,262.6,11458,,
TH2,62047,49.9073,-2.8964,2026-08-18 05:00:00,18.4,93.2,10150,17.36,0.49,4.85,49,11213,,
TH2,62045,49.9074,-2.8964,2026-08-18 04:00:00,18.1,92.5,10154,17.19,0.74,5.3,242.5,15527,,
TH2,62047,49.9074,-2.8964,2026-08-18 04:00:00,18.1,92.4,10155,17.19,0.49,4.85,49,13649,,
TH2,62045,49.9075,-2.8959,2026-08-18 03:00:00,17.9,91,10160,17.12,0.88,7.24,276,19243,,
TH2,62047,49.9075,-2.8959,2026-08-18 03:00:00,17.9,90.7,10162,17.12,0.49,4.85,49,20302,,
TH2,62045,49.9077,-2.8952,2026-08-18 02:00:00,17.7,90,10162,17.11,1.17,7.84,265.8,20571,,
TH2,62047,49.9077,-2.8952,2026-08-18 02:00:00,17.7,89.2,10163,17.11,0.49,4.85,49,21567,,
TH2,62045,49.9077,-2.8951,2026-08-18 01:00:00,17.7,89,10164,17.18,1.12,7.88,265.4,25586,,
TH2,62047,49.9077,-2.8951,2026-08-18 01:00:00,17.7,88.9,10165,17.18,0.49,4.85,49,26810,,
TH2,62045,49.9078,-2.895,2026-08-18 00:00:00,17.8,85.9,10165,17.27,1.26,10.05,278,28718,,
TH2,62047,49.9078,-2.895,2026-08-18 00:00:00,17.8,86,10166,17.26,0.49,4.85,49,33987,,
TH2,62045,49.9079,-2.895,2026-08-17 23:00:00,17.9,87.7,10167,17.48,1.14,8.97,274.1,29277,,
TH2,62047,49.9079,-2.895,2026-08-17 23:00:00,17.9,87.5,10168,17.47,0.49,4.85,49,32093,,
TH2,62045,49.9078,-2.895,2026-08-17 22:00:00,18.2,88.8,10169,17.44,0.96,7.89,267.5,31291,,
TH2,62047,49.9078,-2.895,2026-08-17 22:00:00,18.2,88.6,10170,17.43,0.49,4.85,49,35956,,
TH2,62045,49.9077,-2.8951,2026-08-17 21:00:00,18.3,89.2,10170,17.52,1.06,8.17,263.2,26745,,
TH2,62047,49.9077,-2.8951,2026-08-17 21:00:00,18.3,89.1,10171,17.52,0.49,4.85,49,32538,,
TH2,62045,49.9076,-2.8953,2026-08-17 20:00:00,18.3,96.1,10170,17.57,0.94,7.22,259.3,20404,,
TH2,62047,49.9076,-2.8953,2026-08-17 20:00:00,18.3,95.5,10170,17.57,0.49,4.85,49,21431,,
TH2,62045,49.9074,-2.8958,2026-08-17 19:00:00,18.6,95.3,10170,17.62,1.05,7.85,265.1,17803,,
TH2,62047,49.9074,-2.8958,2026-08-17 19:00:00,18.5,95.1,10170,17.62,0.49,4.85,49,18499,,
TH2,62045,49.9073,-2.8961,2026-08-17 18:00:00,18.7,95.7,10174,17.55,0.83,6.49,252.8,15458,,
TH2,62047,49.9073,-2.8961,2026-08-17 18:00:00,18.8,94.3,10175,17.54,0.49,4.85,49,13074,,
TH2,62045,49.9073,-2.8963,2026-08-17 17:00:00,18.9,94.6,10174,17.57,0.94,6.86,251.7,15041,,
TH2,62047,49.9073,-2.8963,2026-08-17 17:00:00,19.3,92.2,10175,17.58,0.49,4.85,49,16145,,
TH2,62045,49.9074,-2.8963,2026-08-17 16:00:00,18.7,94.9,10178,17.51,0.79,6.41,247.8,15182,,
TH2,62047,49.9074,-2.8963,2026-08-17 16:00:00,19.1,92.4,10179,17.51,0.49,4.85,49,14406,,
TH2,62045,49.9075,-2.8961,2026-08-17 15:00:00,18.7,94.2,10180,17.38,0.87,7.05,244.5,12153,,
TH2,62047,49.9075,-2.8961,2026-08-17 15:00:00,19,92.3,10181,17.38,0.49,4.85,49,12499,,
TH2,62045,49.9077,-2.8954,2026-08-17 14:00:00,18.9,94,10183,17.42,1.07,7.7,257.4,13917,,
TH2,62047,49.9077,-2.8954,2026-08-17 14:00:00,18.8,93.9,10185,17.44,0.49,4.85,49,13957,,
TH2,62045,49.9078,-2.8952,2026-08-17 13:00:00,18.6,94.6,10183,17.34,0.9,6.78,241.7,22753,,
TH2,62047,49.9078,-2.8952,2026-08-17 13:00:00,18.6,94.3,10185,17.34,0.49,4.85,49,24070,,
TH2,62045,49.9078,-2.8951,2026-08-17 12:00:00,18.5,95.4,10184,17.29,0.78,5.87,250.6,30374,,
TH2,62047,49.9078,-2.8951,2026-08-17 12:00:00,18.4,95.1,10185,17.34,0.49,4.85,49,34472,,
TH2,62045,49.9079,-2.895,2026-08-17 11:00:00,18.4,95.6,10183,17.49,0.66,4.36,242.2,21879,,
TH2,62047,49.9079,-2.8951,2026-08-17 11:00:00,18.4,95.3,10184,17.49,0.49,4.85,49,23779,,
TH2,62045,49.9078,-2.895,2026-08-17 10:00:00,18.4,96.4,10181,17.43,0.75,6.27,267.8,23280,,
TH2,62047,49.9078,-2.895,2026-08-17 10:00:00,18.4,96,10182,17.44,0.49,4.85,49,22942,,
TH2,62045,49.9078,-2.895,2026-08-17 09:00:00,18.3,96.7,10175,17.44,0.68,4.63,255.5,16971,,
TH2,62047,49.9078,-2.895,2026-08-17 09:00:00,18.3,96.2,10176,17.45,0.49,4.85,49,14748,,
TH2,62045,49.9076,-2.8953,2026-08-17 08:00:00,18,96,10175,17.48,0.56,3.82,255.8,20082,,
TH2,62047,49.9076,-2.8953,2026-08-17 08:00:00,18,95.8,10176,17.49,0.49,4.85,49,18380,,
TH2,62045,49.9074,-2.8958,2026-08-17 07:00:00,17.8,94.1,10175,17.49,0.73,5.24,259,24849,,
TH2,62047,49.9074,-2.8958,2026-08-17 07:00:00,17.7,94.1,10175,17.49,0.49,4.85,49,25252,,
TH2,62045,49.9073,-2.8962,2026-08-17 06:00:00,17.9,91.3,10175,17.47,0.59,4.66,282.7,30452,,
TH2,62047,49.9073,-2.8962,2026-08-17 06:00:00,17.9,91,10176,17.47,0.49,4.85,49,33393,,
TH2,62045,49.9073,-2.8964,2026-08-17 05:00:00,17.6,90.5,10177,17.42,0.3,1.89,267.3,32536,,
TH2,62047,49.9073,-2.8964,2026-08-17 05:00:00,17.6,90.3,10178,17.42,0.49,4.85,49,36143,,
TH2,62045,49.9073,-2.8965,2026-08-17 04:00:00,17.6,89.4,10178,17.3,0.39,2.51,292.6,34841,,
TH2,62047,49.9073,-2.8965,2026-08-17 04:00:00,17.6,89,10179,17.31,0.49,4.85,49,39977,,
TH2,62045,49.9075,-2.8964,2026-08-17 03:00:00,17.2,87.9,10179,17.09,0.48,3.49,333.8,41780,,
TH2,62047,49.9075,-2.8964,2026-08-17 03:00:00,17.4,86.2,10180,17.09,0.49,4.85,49,51271,,
TH2,62045,49.9077,-2.8957,2026-08-17 02:00:00,17.2,91.1,10176,17,0.4,2.95,292.4,34576,,
TH2,62047,49.9077,-2.8957,2026-08-17 02:00:00,17.2,90.4,10177,17,0.49,4.85,49,39249,,
TH2,62045,49.9078,-2.8952,2026-08-17 01:00:00,17.5,89.6,10177,17.01,0.57,3.95,305.8,35162,,
TH2,62047,49.9078,-2.8952,2026-08-17 01:00:00,17.4,89.8,10178,17.01,0.49,4.85,49,39263,,
TH2,62045,49.9078,-2.895,2026-08-17 00:00:00,17.9,85.6,10177,17.07,0.66,5.18,305.1,36989,,
TH2,62047,49.9078,-2.895,2026-08-17 00:00:00,17.9,85.6,10177,17.06,0.49,4.85,49,42103,,
TH2,62045,49.9079,-2.8949,2026-08-16 23:00:00,18.1,85.3,10175,17.27,0.65,5.37,300.1,35758,,
TH2,62047,49.9079,-2.8949,2026-08-16 23:00:00,18.1,85.4,10176,17.27,0.49,4.85,49,38006,,
TH2,62045,49.9079,-2.8949,2026-08-16 22:00:00,18.6,84.8,10172,17.35,0.9,7.95,298.2,26998,,
TH2,62047,49.9079,-2.8949,2026-08-16 22:00:00,18.5,84.7,10172,17.34,0.49,4.85,49,26331,,
TH2,62045,49.9078,-2.8949,2026-08-16 21:00:00,18.2,86.2,10173,17.43,0.54,4.13,253.2,29802,,
TH2,62047,49.9078,-2.8949,2026-08-16 21:00:00,18.2,86.2,10174,17.43,0.49,4.85,49,39879,,
TH2,62045,49.9077,-2.8952,2026-08-16 20:00:00,18.2,88.5,10174,17.51,0.45,3.51,251.5,32762,,
TH2,62047,49.9077,-2.8952,2026-08-16 20:00:00,18,89.1,10175,17.51,0.49,4.85,49,43806,,
TH2,62045,49.9074,-2.8959,2026-08-16 19:00:00,17.8,95.7,10172,17.55,0.4,2.46,211.8,6332,,
TH2,62047,49.9074,-2.8959,2026-08-16 19:00:00,17.7,96.6,10173,17.55,0.49,4.85,49,5848,,
TH2,62045,49.9073,-2.8962,2026-08-16 18:00:00,18.1,95.6,10180,17.55,0.29,2.26,302.9,9920,,
TH2,62047,49.9073,-2.8962,2026-08-16 18:00:00,17.8,97.1,10181,17.55,0.49,4.85,49,75000,,
TH2,62045,49.9072,-2.8965,2026-08-16 17:00:00,17.7,97.8,10180,17.6,0.39,2.8,300,388,,
TH2,62047,49.9072,-2.8965,2026-08-16 17:00:00,17.3,98.3,10181,17.61,0.49,4.85,49,211,,
TH2,62045,49.9073,-2.8966,2026-08-16 16:00:00,17.3,97.9,10180,17.64,0.37,2.74,308,146,,
TH2,62047,49.9073,-2.8966,2026-08-16 16:00:00,17.1,98.8,10181,17.7,0.49,4.85,49,91,,
TH2,62045,49.9074,-2.8964,2026-08-16 15:00:00,17.5,97.4,10183,17.67,0.28,2.09,334,314,,
TH2,62047,49.9074,-2.8964,2026-08-16 15:00:00,17.2,98.1,10184,17.69,0.49,4.85,49,164,,
TH2,62045,49.9076,-2.896,2026-08-16 14:00:00,17.5,98.1,10183,17.76,0.31,1.78,67.7,246,,
TH2,62047,49.9076,-2.896,2026-08-16 14:00:00,17.5,97.7,10183,17.83,0.49,4.85,49,126,,
TH2,62045,49.9078,-2.8952,2026-08-16 13:00:00,18.1,97,10181,17.62,0.38,2.14,9.3,17577,,
TH2,62047,49.9078,-2.8952,2026-08-16 13:00:00,17.9,95.8,10181,17.7,0.49,4.85,49,9585,,
TH2,62045,49.9078,-2.8949,2026-08-16 12:00:00,17.3,98.3,10179,17.48,0.48,2.89,344.5,67,,
TH2,62047,49.9078,-2.8949,2026-08-16 12:00:00,17.5,97.6,10180,17.63,0.49,4.85,49,118,,
TH2,62045,49.9079,-2.8948,2026-08-16 11:00:00,17.6,96.6,10175,17.44,0.47,3.66,303.5,76,,
TH2,62047,49.9079,-2.8948,2026-08-16 11:00:00,17.7,95.9,10176,17.5,0.49,4.85,49,168,,
TH2,62045,49.9079,-2.8947,2026-08-16 10:00:00,17.8,93.5,10176,17.52,0.33,2.17,250.9,14626,,
TH2,62047,49.9079,-2.8947,2026-08-16 10:00:00,17.8,93.2,10177,17.55,0.49,4.85,49,14373,,
TH2,62045,49.9078,-2.8947,2026-08-16 09:00:00,18.4,89.6,10175,17.52,0.43,2.96,201.6,22618,,
TH2,62047,49.9078,-2.8947,2026-08-16 09:00:00,18.1,91.2,10176,17.5,0.49,4.85,49,19045,,
TH2,62045,49.9077,-2.8949,2026-08-16 08:00:00,19,86.6,10174,17.53,0.15,0.83,90.2,25713,,
TH2,62047,49.9077,-2.8949,2026-08-16 08:00:00,19.2,85.1,10175,17.53,0.49,4.85,49,31498,,
TH2,62045,49.9074,-2.8957,2026-08-16 07:00:00,18.2,88.7,10171,17.54,0.21,1.31,339.4,22250,,
TH2,62047,49.9074,-2.8957,2026-08-16 07:00:00,18.3,88.4,10171,17.54,0.49,4.85,49,30501,,
TH2,62045,49.9072,-2.8962,2026-08-16 06:00:00,18.1,86.8,10168,17.53,0.37,1.57,16.2,19907,,
TH2,62047,49.9072,-2.8962,2026-08-16 06:00:00,18.1,86.5,10169,17.53,0.49,4.85,49,35364,,
TH2,62045,49.9072,-2.8965,2026-08-16 05:00:00,18,89.4,10172,17.49,0.5,3.66,349,19954,,
TH2,62047,49.9072,-2.8965,2026-08-16 05:00:00,18,88.9,10172,17.49,0.49,4.85,49,24908,,
TH2,62045,49.9072,-2.8967,2026-08-16 04:00:00,18.1,88.9,10172,17.4,0.45,3.27,8.9,17628,,
TH2,62047,49.9072,-2.8967,2026-08-16 04:00:00,18.1,88.5,10172,17.4,0.49,4.85,49,22469,,
TH2,62045,49.9073,-2.8967,2026-08-16 03:00:00,18.1,89.5,10174,17.24,0.75,6.09,14.9,15583,,
TH2,62047,49.9073,-2.8967,2026-08-16 03:00:00,18.1,89,10174,17.24,0.49,4.85,49,22633,,
TH2,62045,49.9073,-2.8966,2026-08-16 02:00:00,18.1,86.9,10175,17.06,0.85,7.42,10.3,17024,,
TH2,62047,49.9073,-2.8966,2026-08-16 02:00:00,18.1,86.3,10175,17.05,0.49,4.85,49,21992,,
TH2,62045,49.9076,-2.8954,2026-08-16 01:00:00,18.1,86.7,10174,17.27,1.02,7.7,349.6,17426,,
TH2,62047,49.9076,-2.8954,2026-08-16 01:00:00,18.1,86.4,10174,17.27,0.49,4.85,49,21139,,
TH2,62045,49.9077,-2.895,2026-08-16 00:00:00,18.3,85.4,10175,17.32,0.87,7.02,335.2,19416,,
TH2,62047,49.9077,-2.895,2026-08-16 00:00:00,18.2,85.2,10175,17.35,0.49,4.85,49,22480,,
TH2,62045,49.9079,-2.8948,2026-08-15 23:00:00,18.4,84.4,10176,17.09,0.76,6.63,330.3,18873,,
TH2,62047,49.9079,-2.8948,2026-08-15 23:00:00,18.4,84.2,10177,17.09,0.49,4.85,49,22430,,
TH2,62045,49.9079,-2.8948,2026-08-15 22:00:00,19.2,81.8,10173,17.53,0.85,6.62,318.2,25966,,
TH2,62047,49.9079,-2.8948,2026-08-15 22:00:00,19.2,82.1,10174,17.54,0.49,4.85,49,30655,,
TH2,62045,49.9079,-2.8947,2026-08-15 21:00:00,18.7,89.6,10169,17.45,0.55,4.79,302.6,18913,,
TH2,62047,49.9079,-2.8947,2026-08-15 21:00:00,18.6,89.4,10170,17.46,0.49,4.85,49,21579,,
TH2,62045,49.9078,-2.8948,2026-08-15 20:00:00,18.5,90.1,10166,17.52,0.56,4.77,296.7,19358,,
TH2,62047,49.9077,-2.8948,2026-08-15 20:00:00,18.5,89.8,10167,17.52,0.49,4.85,49,22726,,
TH2,62045,49.9075,-2.8954,2026-08-15 19:00:00,18.7,87.6,10164,17.57,0.62,5.23,298.7,23759,,
TH2,62047,49.9075,-2.8954,2026-08-15 19:00:00,18.7,87.5,10164,17.57,0.49,4.85,49,29471,,
TH2,62045,49.9073,-2.896,2026-08-15 18:00:00,18.7,86.6,10164,17.57,0.55,2.87,307.6,22960,,
TH2,62047,49.9073,-2.896,2026-08-15 18:00:00,18.7,86.9,10165,17.57,0.49,4.85,49,27708,,
TH2,62045,49.9072,-2.8964,2026-08-15 17:00:00,19.3,83.8,10172,17.56,0.56,4.8,308.6,27563,,
TH2,62047,,,2026-08-15 17:00:00,18.9,85.6,10173,17.56,0.49,4.85,49,34029,,
TH2,62045,49.9072,-2.8966,2026-08-15 16:00:00,19.9,79,10175,17.58,0.43,3.11,350,29343,,
TH2,62047,49.9072,-2.8966,2026-08-15 16:00:00,19.3,81.5,10175,17.61,0.49,4.85,49,28693,,
TH2,62045,49.9073,-2.8967,2026-08-15 15:00:00,19.7,79.1,10177,17.99,0.55,4.66,353.8,28847,,
TH2,62047,49.9073,-2.8967,2026-08-15 15:00:00,19.2,80.9,10176,18.07,0.49,4.85,49,36794,,
TH2,62045,49.9074,-2.8967,2026-08-15 14:00:00,19.6,79.8,10177,17.75,0.54,4,9.5,29342,,
TH2,62047,49.9074,-2.8967,2026-08-15 14:00:00,18.9,82.7,10177,17.83,0.49,4.85,49,35497,,
TH2,62045,49.9077,-2.8955,2026-08-15 13:00:00,19.1,81.6,10178,17.27,0.48,3.46,3.4,30367,,
TH2,62047,49.9077,-2.8955,2026-08-15 13:00:00,18.5,84.1,10178,17.32,0.49,4.85,49,36773,,
TH2,62045,49.9078,-2.895,2026-08-15 12:00:00,18.2,83.9,10180,17.27,0.64,4.6,344.7,27800,,
TH2,62047,49.9078,-2.895,2026-08-15 12:00:00,18.5,83.3,10181,17.3,0.49,4.85,49,41092,,
TH2,62045,49.9079,-2.8949,2026-08-15 11:00:00,17.9,85.1,10176,17.23,0.81,5.69,332.7,25108,,
TH2,62047,49.9079,-2.8949,2026-08-15 11:00:00,18.1,84.1,10177,17.24,0.49,4.85,49,35316,,
TH2,62045,49.9079,-2.8947,2026-08-15 10:00:00,18,82.7,10174,17.26,0.75,6.24,348.9,22840,,
TH2,62047,49.9079,-2.8948,2026-08-15 10:00:00,18.2,81.7,10175,17.26,0.49,4.85,49,25505,,
TH2,62045,49.9079,-2.8947,2026-08-15 09:00:00,18,82.3,10170,17.34,0.83,6.69,350.6,23620,,
TH2,62047,49.9079,-2.8947,2026-08-15 09:00:00,18.2,81.5,10171,17.34,0.49,4.85,49,20818,,
TH2,62045,49.9078,-2.8947,2026-08-15 08:00:00,18.1,82.6,10169,17.44,0.78,6.74,351.5,22021,,
TH2,62047,49.9078,-2.8947,2026-08-15 08:00:00,18.2,82.3,10170,17.44,0.49,4.85,49,25453,,
TH2,62045,49.9075,-2.8951,2026-08-15 07:00:00,18.3,84.1,10167,17.5,0.84,6.89,357.9,21685,,
TH2,62047,49.9075,-2.8951,2026-08-15 07:00:00,18.3,83.9,10168,17.5,0.49,4.85,49,28856,,
TH2,62045,49.9073,-2.8959,2026-08-15 06:00:00,18.5,86.6,10162,17.51,0.98,7.96,358,23485,,
TH2,62047,49.9073,-2.8959,2026-08-15 06:00:00,18.5,86.7,10162,17.51,0.49,4.85,49,29812,,
TH2,62045,49.9072,-2.8963,2026-08-15 05:00:00,18.5,92,10162,17.5,0.88,6.51,359.9,17379,,
TH2,62047,49.9072,-2.8963,2026-08-15 05:00:00,18.5,91.9,10163,17.5,0.49,4.85,49,21262,,
TH2,62045,49.9072,-2.8966,2026-08-15 04:00:00,18.4,93.4,10163,17.44,0.91,7.48,4.6,12990,,
TH2,62047,49.9072,-2.8966,2026-08-15 04:00:00,18.5,92.9,10163,17.44,0.49,4.85,49,16609,,
TH2,62045,49.9073,-2.8967,2026-08-15 03:00:00,18.5,93.2,10165,17.3,0.81,6.98,5.8,12244,,
TH2,62047,49.9073,-2.8967,2026-08-15 03:00:00,18.5,92.7,10165,17.3,0.49,4.85,49,18219,,
TH2,62045,49.9072,-2.8967,2026-08-15 02:00:00,18.5,93.4,10166,17.39,0.88,7.39,354.4,14696,,
TH2,62047,49.9073,-2.8967,2026-08-15 02:00:00,18.6,92.8,10167,17.39,0.49,4.85,49,19900,,
TH2,62045,49.9074,-2.8962,2026-08-15 01:00:00,18.7,93.3,10169,17.86,0.76,6.44,350.3,15241,,
TH2,62047,49.9074,-2.8962,2026-08-15 01:00:00,18.7,92.8,10170,17.87,0.49,4.85,49,18928,,
TH2,62045,49.9077,-2.8952,2026-08-15 00:00:00,18.9,92.1,10167,17.69,0.89,6.52,340.7,15378,,
TH2,62047,49.9077,-2.8952,2026-08-15 00:00:00,18.9,91.5,10168,17.7,0.49,4.85,49,18679,,
TH2,62045,49.9079,-2.8949,2026-08-14 23:00:00,19.2,90.2,10166,17.82,0.84,6.87,330.7,17481,,
TH2,62047,49.9079,-2.8949,2026-08-14 23:00:00,19.2,90.1,10167,17.81,0.49,4.85,49,20580,,
TH2,62045,49.908,-2.8948,2026-08-14 22:00:00,19.8,87.4,10164,18.14,0.95,8.21,323.3,23779,,
TH2,62047,49.908,-2.8948,2026-08-14 22:00:00,19.7,87.3,10165,18.14,0.49,4.85,49,24838,,
TH2,62045,49.908,-2.8947,2026-08-14 21:00:00,19.2,90.9,10162,17.52,0.72,6.29,305.7,19367,,
TH2,62047,49.908,-2.8948,2026-08-14 21:00:00,19.1,91,10163,17.53,0.49,4.85,49,18172,,
TH2,62045,49.9079,-2.8947,2026-08-14 20:00:00,19.2,92.5,10160,17.61,0.71,6.03,280.3,16402,,
TH2,62047,49.9079,-2.8947,2026-08-14 20:00:00,19.2,92.1,10161,17.61,0.49,4.85,49,20172,,
TH2,62045,49.9077,-2.8948,2026-08-14 19:00:00,19.2,93.2,10159,17.6,0.65,5.21,267.7,15723,,
TH2,62047,49.9077,-2.8948,2026-08-14 19:00:00,19.1,93.1,10160,17.6,0.49,4.85,49,18844,,
TH2,62045,49.9074,-2.8956,2026-08-14 18:00:00,19,94.3,10162,17.55,0.56,3.83,259.3,13623,,
TH2,62047,49.9074,-2.8956,2026-08-14 18:00:00,19,94.1,10163,17.55,0.49,4.85,49,14439,,
TH2,62045,49.9073,-2.8962,2026-08-14 17:00:00,19.2,91.5,10168,17.6,0.47,3.79,269.2,17554,,
TH2,62047,49.9073,-2.8962,2026-08-14 17:00:00,18.9,93.2,10169,17.61,0.49,4.85,49,18600,,
TH2,62045,49.9072,-2.8965,2026-08-14 16:00:00,19.6,91.3,10174,17.59,0.42,3.43,272.6,17183,,
TH2,62047,49.9072,-2.8965,2026-08-14 16:00:00,19.3,92,10176,17.65,0.49,4.85,49,19336,,
TH2,62045,49.9072,-2.8967,2026-08-14 15:00:00,19.3,93.3,10180,17.74,0.38,3.04,254.8,15152,,
TH2,62047,49.9072,-2.8967,2026-08-14 15:00:00,19.7,90.7,10181,17.74,0.49,4.85,49,19650,,
TH2,62045,49.9072,-2.8967,2026-08-14 14:00:00,19.7,89.6,10185,18.14,0.41,3.44,276.5,21061,,
TH2,62047,49.9072,-2.8967,2026-08-14 14:00:00,19.3,91.2,10186,18.21,0.49,4.85,49,25858,,
TH2,62045,49.9075,-2.896,2026-08-14 13:00:00,20,88.8,10188,18.7,0.53,4.32,279.8,25599,,
TH2,62047,49.9075,-2.896,2026-08-14 13:00:00,19.4,91.6,10190,18.84,0.49,4.85,49,31008,,
TH2,62045,49.9078,-2.8953,2026-08-14 12:00:00,19.3,91.9,10190,17.8,0.6,4.36,285.5,20061,,
TH2,62047,49.9078,-2.8953,2026-08-14 12:00:00,19.2,92.4,10191,17.89,0.49,4.85,49,22024,,
TH2,62045,49.908,-2.895,2026-08-14 11:00:00,18.6,93.7,10189,18,0.52,4.31,296.6,16365,,
TH2,62047,49.9079,-2.895,2026-08-14 11:00:00,18.7,93.2,10189,18.14,0.49,4.85,49,27099,,
TH2,62045,49.908,-2.8948,2026-08-14 10:00:00,18.5,93.4,10190,18.59,0.54,4.51,299.2,16838,,
TH2,62047,49.908,-2.8948,2026-08-14 10:00:00,18.6,92.8,10190,18.7,0.49,4.85,49,22550,,
TH2,62045,49.908,-2.8947,2026-08-14 09:00:00,18.2,93.7,10189,17.84,0.53,4.33,303.9,17349,,
TH2,62047,49.908,-2.8947,2026-08-14 09:00:00,18.2,93,10190,17.86,0.49,4.85,49,14660,,
TH2,62045,49.9079,-2.8947,2026-08-14 08:00:00,18.4,92.5,10188,17.39,0.62,5.08,317.6,18940,,
TH2,62047,49.9079,-2.8947,2026-08-14 08:00:00,18.4,92.2,10189,17.39,0.49,4.85,49,21106,,
TH2,62045,49.9077,-2.8947,2026-08-14 07:00:00,18.3,92.4,10189,17.43,0.76,6.34,317.7,16577,,
TH2,62047,49.9077,-2.8947,2026-08-14 07:00:00,18.3,92,10189,17.43,0.49,4.85,49,17166,,
TH2,62045,49.9075,-2.8953,2026-08-14 06:00:00,18.2,94.8,10188,17.46,0.78,6.11,317.2,21322,,
TH2,62047,49.9075,-2.8953,2026-08-14 06:00:00,18.2,94.6,10188,17.46,0.49,4.85,49,26671,,
TH2,62045,49.9072,-2.896,2026-08-14 05:00:00,18.1,96.1,10188,17.47,0.64,3.67,330.4,16605,,
TH2,62047,49.9072,-2.896,2026-08-14 05:00:00,18.1,95.6,10189,17.47,0.49,4.85,49,25809,,
TH2,62045,49.9072,-2.8964,2026-08-14 04:00:00,18.2,96,10191,17.47,0.7,6.03,344.7,16619,,
TH2,62047,49.9072,-2.8964,2026-08-14 04:00:00,18.2,95.6,10191,17.47,0.49,4.85,49,28206,,
TH2,62045,49.9072,-2.8967,2026-08-14 03:00:00,18.5,95.8,10193,17.41,0.66,5.51,356.1,18071,,
TH2,62047,49.9072,-2.8967,2026-08-14 03:00:00,18.5,95.4,10193,17.4,0.49,4.85,49,40848,,
TH2,62045,49.9072,-2.8967,2026-08-14 02:00:00,18.5,95.4,10195,17.82,0.75,6.4,355.3,16940,,
TH2,62047,49.9072,-2.8967,2026-08-14 02:00:00,18.6,95.1,10196,17.83,0.49,4.85,49,35939,,
TH2,62045,49.9074,-2.8963,2026-08-14 01:00:00,18.8,94.1,10198,18.44,0.82,6.93,352.7,21507,,
TH2,62047,49.9075,-2.8963,2026-08-14 01:00:00,18.8,93.7,10199,18.45,0.49,4.85,49,34468,,
TH2,62045,49.9076,-2.8958,2026-08-14 00:00:00,19.1,93.7,10200,18.21,0.85,7.16,348,23251,,
TH2,62047,49.9076,-2.8958,2026-08-14 00:00:00,19.1,93.3,10200,18.22,0.49,4.85,49,34438,,
TH2,62045,49.9079,-2.895,2026-08-13 23:00:00,19.6,90.5,10197,18.24,0.72,5.64,329.1,27685,,
TH2,62047,49.9079,-2.895,2026-08-13 23:00:00,19.6,90.1,10198,18.25,0.49,4.85,49,38432,,
TH2,62045,49.908,-2.8948,2026-08-13 22:00:00,20.2,84.9,10195,18.4,0.62,5.23,296.6,19183,,
TH2,62047,49.908,-2.8949,2026-08-13 22:00:00,20.2,84.7,10196,18.41,0.49,4.85,49,22108,,
TH2,62045,49.908,-2.8948,2026-08-13 21:00:00,20.3,86.8,10190,18.8,0.77,6.27,263.8,20004,,
TH2,62047,49.908,-2.8948,2026-08-13 21:00:00,20.3,86.5,10191,18.82,0.49,4.85,49,24684,,
TH2,62045,49.908,-2.8947,2026-08-13 20:00:00,20.3,90,10189,18.8,0.55,4.3,241.2,16817,,
TH2,62047,49.908,-2.8948,2026-08-13 20:00:00,20.3,89.6,10190,18.88,0.49,4.85,49,22300,,
TH2,62045,49.9079,-2.8947,2026-08-13 19:00:00,19.8,93.8,10189,17.81,0.49,3.65,249.1,10182,,
TH2,62047,49.9079,-2.8947,2026-08-13 19:00:00,19.8,93.2,10190,17.97,0.49,4.85,49,11849,,
TH2,62045,49.9076,-2.8951,2026-08-13 18:00:00,19.6,91.7,10191,17.79,0.39,1.71,245.1,14660,,
