Platform,System_ID,Latitude,Longitude,Date & Time,Air_Temp,RH,Pressure,Sea_Temp,Gust,Wind_Speed,Wind_Dir,Vis,Sig Height,Period
TH2,62047,49.9076,-2.8939,2026-06-16 07:00:00,13.7,96.6,10152,13.63,0.65,5,261.2,19795,,
TH2,62045,49.9074,-2.8946,2026-06-16 06:00:00,13.6,98.5,10147,13.68,0.61,4.16,267.1,7624,,
TH2,62047,49.9074,-2.8947,2026-06-16 06:00:00,13.6,98.5,10148,13.68,0.55,4.19,277.2,6010,,
TH2,62045,49.9071,-2.8952,2026-06-16 05:00:00,13.6,98.3,10145,13.67,0.81,4.77,278.2,2811,,
TH2,62047,49.9071,-2.8953,2026-06-16 05:00:00,13.6,97.8,10145,13.67,0.81,5.53,281.8,2275,,
TH2,62045,49.907,-2.8958,2026-06-16 04:00:00,13.8,96,10145,13.66,0.83,6.43,287.2,7020,,
TH2,62047,49.907,-2.8958,2026-06-16 04:00:00,13.8,96,10145,13.66,0.87,6.46,269.3,11000,,
TH2,62045,49.9069,-2.896,2026-06-16 03:00:00,13.9,94.5,10143,13.63,0.69,5.42,305.5,17074,,
TH2,62047,49.9069,-2.896,2026-06-16 03:00:00,13.9,94.4,10144,13.63,0.79,5.99,290.1,22680,,
TH2,62045,49.907,-2.8962,2026-06-16 02:00:00,14,93.7,10143,13.6,0.62,4.9,291.9,16787,,
TH2,62047,49.907,-2.8962,2026-06-16 02:00:00,14,93.7,10144,13.6,0.64,3.84,286.2,21416,,
TH2,62045,49.9071,-2.896,2026-06-16 01:00:00,14.1,92.1,10145,13.59,0.72,5.68,294.4,19181,,
TH2,62047,49.9071,-2.896,2026-06-16 01:00:00,14,92.1,10146,13.59,0.71,4.49,288.7,23737,,
TH2,62045,49.9075,-2.8946,2026-06-16 00:00:00,14,93.3,10140,13.59,0.64,4.67,278,14920,,
TH2,62047,49.9075,-2.8946,2026-06-16 00:00:00,14,93.7,10141,13.59,0.6,3.87,271.3,17661,,
TH2,62045,49.9077,-2.8939,2026-06-15 23:00:00,14.1,93,10139,13.58,0.71,5.3,279.2,15641,,
TH2,62047,49.9077,-2.8939,2026-06-15 23:00:00,14.1,93,10140,13.58,0.76,4.84,266.7,19460,,
TH2,62045,49.9078,-2.8935,2026-06-15 22:00:00,14.2,90.5,10135,13.57,0.93,7.71,276.5,23974,,
TH2,62047,49.9077,-2.8935,2026-06-15 22:00:00,14.2,90.8,10135,13.57,0.95,7.25,289.2,27859,,
TH2,62045,49.9078,-2.8934,2026-06-15 21:00:00,14.3,89.3,10130,13.57,1.23,9.75,278.1,26229,,
TH2,62047,49.9078,-2.8934,2026-06-15 21:00:00,14.2,89.8,10131,13.57,1.08,8.8,287.8,31624,,
TH2,62045,49.9079,-2.8933,2026-06-15 20:00:00,14.1,91.4,10125,13.63,1.09,8.5,264.7,15092,,
TH2,62047,49.9079,-2.8933,2026-06-15 20:00:00,14.1,91.5,10126,13.62,0.97,8.02,275.2,17517,,
TH2,62045,49.9078,-2.8933,2026-06-15 19:00:00,14.2,91.1,10122,13.65,1.14,7.58,259.7,13053,,
TH2,62047,49.9078,-2.8933,2026-06-15 19:00:00,14.2,91.1,10123,13.65,0.99,8.03,270.5,16959,,
TH2,62045,49.9075,-2.8939,2026-06-15 18:00:00,14.2,88.8,10121,13.71,1.08,7.17,260.7,15289,,
TH2,62047,49.9075,-2.8939,2026-06-15 18:00:00,14.2,89,10122,13.7,0.98,7.97,269.5,18918,,
TH2,62045,49.9072,-2.8947,2026-06-15 17:00:00,14.2,87.7,10122,13.73,1.02,6.32,263,20640,,
TH2,62047,49.9072,-2.8947,2026-06-15 17:00:00,14.2,88.4,10123,13.74,1.07,7.82,267.9,25737,,
TH2,62045,49.907,-2.8954,2026-06-15 16:00:00,14.5,87.7,10127,13.7,1.05,7.59,268,16524,,
TH2,62047,49.907,-2.8954,2026-06-15 16:00:00,14.3,88.9,10128,13.69,1,7.2,255,18756,,
TH2,62045,49.9069,-2.8958,2026-06-15 15:00:00,14.5,88.3,10130,13.66,0.86,6.39,253.5,19356,,
TH2,62047,49.9069,-2.8958,2026-06-15 15:00:00,14.4,88.7,10132,13.66,0.89,5.37,246.8,23330,,
TH2,62045,49.9069,-2.896,2026-06-15 14:00:00,14.3,90.4,10132,13.68,0.87,5.6,243.8,17239,,
TH2,62047,49.9069,-2.896,2026-06-15 14:00:00,14.6,89,10133,13.69,0.92,4.26,245.6,20550,,
TH2,62045,49.9069,-2.896,2026-06-15 13:00:00,14.2,92.4,10134,13.67,0.59,4.77,238.8,22087,,
TH2,62047,49.9069,-2.896,2026-06-15 13:00:00,14.4,91.1,10135,13.67,0.5,2.78,248.5,26053,,
TH2,62045,49.9072,-2.8953,2026-06-15 12:00:00,14.2,92,10134,13.66,0.64,5.09,256.2,34016,,
TH2,62047,49.9072,-2.8953,2026-06-15 12:00:00,14.3,91.7,10135,13.66,0.64,4.46,253.9,45806,,
TH2,62045,49.9075,-2.8947,2026-06-15 11:00:00,13.9,94.8,10133,13.62,0.7,5.02,262.1,21822,,
TH2,62047,49.9075,-2.8947,2026-06-15 11:00:00,13.8,95.6,10134,13.63,0.73,4.36,256.3,26897,,
TH2,62045,49.9076,-2.8943,2026-06-15 10:00:00,13.6,96.9,10130,13.61,0.83,6.97,236.4,14453,,
TH2,62047,49.9076,-2.8943,2026-06-15 10:00:00,13.6,97.5,10131,13.61,0.85,6.5,250.7,34708,,
TH2,62045,49.9076,-2.8941,2026-06-15 09:00:00,14,98.5,10129,13.57,0.72,5.49,246.3,1076,,
TH2,62047,49.9076,-2.8941,2026-06-15 09:00:00,14,98,10130,13.56,0.66,5.26,257.3,511,,
TH2,62045,49.9077,-2.894,2026-06-15 08:00:00,14.9,89.3,10123,13.59,0.7,3.76,203.6,17283,,
TH2,62047,49.9077,-2.8941,2026-06-15 08:00:00,14.8,89.4,10124,13.6,0.62,5.1,201.7,18264,,
TH2,62045,49.9076,-2.8941,2026-06-15 07:00:00,15,88.2,10121,13.58,0.58,4.89,160.8,17838,,
TH2,62047,49.9076,-2.8941,2026-06-15 07:00:00,14.6,90.3,10121,13.58,0.56,4.67,140.9,20854,,
TH2,62045,49.9075,-2.8943,2026-06-15 06:00:00,15.1,85.7,10126,13.6,0.58,4.98,143.8,22879,,
TH2,62047,49.9075,-2.8943,2026-06-15 06:00:00,14.9,86.7,10126,13.6,0.64,5.4,123.1,27835,,
TH2,62045,49.9072,-2.8948,2026-06-15 05:00:00,14.4,88.1,10127,13.62,0.51,3.51,115.2,20511,,
TH2,62047,49.9072,-2.8949,2026-06-15 05:00:00,14.4,88.1,10128,13.62,0.54,3.25,103.8,26174,,
TH2,62045,49.9071,-2.8955,2026-06-15 04:00:00,14.6,85.6,10129,13.62,0.93,6.86,110.7,22295,,
TH2,62047,49.9071,-2.8955,2026-06-15 04:00:00,14.6,85.3,10131,13.62,0.94,6.37,115.1,27210,,
TH2,62045,49.907,-2.8958,2026-06-15 03:00:00,14.5,85.6,10134,13.6,1.07,9.16,95.4,21946,,
TH2,62047,49.907,-2.8958,2026-06-15 03:00:00,14.5,85.9,10135,13.6,0.97,8.31,109.1,26675,,
TH2,62045,49.9069,-2.8959,2026-06-15 02:00:00,14.4,85.2,10139,13.58,1.09,9.31,89.9,23400,,
TH2,62047,49.9069,-2.8959,2026-06-15 02:00:00,14.4,85.3,10140,13.58,0.96,8.34,102.8,28918,,
TH2,62045,49.9069,-2.896,2026-06-15 01:00:00,14.4,82.7,10150,13.58,1.04,8.9,97.3,25985,,
TH2,62047,49.9069,-2.896,2026-06-15 01:00:00,14.4,82.9,10151,13.59,0.93,7.97,110.3,32332,,
TH2,62045,49.907,-2.8959,2026-06-15 00:00:00,14.5,80.9,10156,13.76,0.95,8.13,90.5,27738,,
TH2,62047,49.907,-2.8959,2026-06-15 00:00:00,14.5,81.1,10157,13.75,0.85,7.29,104.3,34120,,
TH2,62045,49.9073,-2.8951,2026-06-14 23:00:00,14.6,79.5,10162,13.78,0.9,7.76,101.7,30733,,
TH2,62047,49.9073,-2.8951,2026-06-14 23:00:00,14.6,79.9,10163,13.78,0.81,6.96,114.1,40192,,
TH2,62045,49.9075,-2.8946,2026-06-14 22:00:00,14.8,77.8,10166,13.81,0.76,5.89,89.4,35540,,
TH2,62047,49.9075,-2.8946,2026-06-14 22:00:00,14.7,78.1,10167,13.8,0.8,6.15,102.1,48274,,
TH2,62045,49.9076,-2.8943,2026-06-14 21:00:00,14.7,80.9,10169,13.83,0.64,5.38,101,31538,,
TH2,62047,49.9076,-2.8943,2026-06-14 21:00:00,14.8,80.4,10170,13.83,0.72,6.01,85.8,45456,,
TH2,62045,49.9076,-2.8941,2026-06-14 20:00:00,14.7,80,10168,13.86,0.61,5.17,98.1,31769,,
TH2,62047,49.9076,-2.8941,2026-06-14 20:00:00,14.7,80,10169,13.86,0.71,4.65,89.7,44313,,
TH2,62045,49.9076,-2.8941,2026-06-14 19:00:00,15.2,74.5,10169,13.84,0.65,5.58,97.3,9680,,
TH2,62047,49.9076,-2.8941,2026-06-14 19:00:00,15,75.5,10170,13.85,0.62,3.77,90.6,48757,,
TH2,62045,49.9076,-2.8941,2026-06-14 18:00:00,15.1,80.3,10172,13.86,0.61,5.16,98.5,24684,,
TH2,62047,49.9076,-2.8941,2026-06-14 18:00:00,14.7,81.9,10174,13.86,0.57,3.33,92.6,38913,,
TH2,62045,49.9074,-2.8946,2026-06-14 17:00:00,15,82.6,10179,13.91,0.56,4.66,96.5,25034,,
TH2,62047,49.9074,-2.8946,2026-06-14 17:00:00,14.5,85,10181,13.91,0.55,3.54,89.5,35905,,
TH2,62045,49.9071,-2.8951,2026-06-14 16:00:00,14.8,83.9,10186,13.83,0.63,5.2,95.1,28141,,
TH2,62047,49.9071,-2.8951,2026-06-14 16:00:00,14.3,86.6,10187,13.86,0.68,5.54,82.2,32654,,
TH2,62045,49.907,-2.8955,2026-06-14 15:00:00,14.2,87.4,10191,13.82,0.77,6.37,71.6,25151,,
TH2,62047,49.907,-2.8955,2026-06-14 15:00:00,14.2,87.6,10192,13.84,0.68,5.76,83.6,36626,,
TH2,62045,49.9069,-2.8956,2026-06-14 14:00:00,14.2,87.8,10195,13.83,0.64,4.7,62.7,26009,,
TH2,62047,49.9069,-2.8956,2026-06-14 14:00:00,14.2,88,10196,13.86,0.56,4.77,78,34115,,
TH2,62045,49.9069,-2.8958,2026-06-14 13:00:00,14.3,86.1,10200,13.99,0.56,4.5,65.3,25670,,
TH2,62047,49.9069,-2.8958,2026-06-14 13:00:00,14.2,86.5,10200,14.09,0.57,5,80.8,33371,,
TH2,62045,49.9069,-2.8958,2026-06-14 12:00:00,14.2,86.3,10203,13.9,0.57,4.43,67.5,24575,,
TH2,62047,49.9069,-2.8958,2026-06-14 12:00:00,14.2,86.6,10204,13.93,0.55,4.79,83.4,31298,,
TH2,62045,49.9071,-2.8953,2026-06-14 11:00:00,14.1,86.8,10209,13.83,0.56,4.51,78.2,26196,,
TH2,62047,49.9072,-2.8953,2026-06-14 11:00:00,14.1,86.8,10209,13.86,0.5,4.28,94,32688,,
TH2,62045,49.9073,-2.8948,2026-06-14 10:00:00,14.2,83.2,10210,13.66,0.54,3.78,70.3,35287,,
TH2,62047,49.9073,-2.8948,2026-06-14 10:00:00,14.2,83.2,10211,13.66,0.53,4.26,83.2,36056,,
TH2,62045,49.9075,-2.8945,2026-06-14 09:00:00,14.5,80.6,10209,13.55,0.75,5.7,81.4,29206,,
TH2,62047,49.9075,-2.8945,2026-06-14 09:00:00,14.3,82.1,10210,13.55,0.67,5.16,73.3,38432,,
TH2,62045,49.9075,-2.8942,2026-06-14 08:00:00,14.7,80.6,10210,13.51,0.58,4.53,103.2,28321,,
TH2,62047,49.9075,-2.8943,2026-06-14 08:00:00,14.2,83.2,10212,13.52,0.65,4.56,91.1,16485,,
TH2,62045,49.9075,-2.8941,2026-06-14 07:00:00,14.7,83.2,10210,13.49,0.53,4.07,101.6,24891,,
TH2,62047,49.9075,-2.8942,2026-06-14 07:00:00,14.1,85.6,10211,13.49,0.5,3.18,93.2,33376,,
TH2,62045,49.9075,-2.8941,2026-06-14 06:00:00,14.2,85.8,10210,13.45,0.49,3.88,86.8,23762,,
TH2,62047,49.9075,-2.8941,2026-06-14 06:00:00,14.1,86.3,10211,13.45,0.53,3.37,77.4,28383,,
TH2,62045,49.9074,-2.8943,2026-06-14 05:00:00,13.8,90,10209,13.49,0.47,3.45,73.1,19018,,
TH2,62047,49.9074,-2.8944,2026-06-14 05:00:00,13.9,90.1,10210,13.49,0.46,2.8,69.1,23984,,
TH2,62045,49.9072,-2.8948,2026-06-14 04:00:00,13.8,89,10210,13.51,0.56,4.11,63.3,21215,,
TH2,62047,49.9071,-2.8948,2026-06-14 04:00:00,13.7,89.6,10211,13.51,0.54,2.54,65.9,24852,,
TH2,62045,49.907,-2.8953,2026-06-14 03:00:00,14,86.4,10213,13.52,0.61,4.29,50.8,29099,,
TH2,62047,49.907,-2.8953,2026-06-14 03:00:00,13.9,87.6,10214,13.52,0.65,3.99,58,38317,,
TH2,62045,49.9069,-2.8956,2026-06-14 02:00:00,13.9,91.3,10216,13.51,0.37,1.95,34.7,19033,,
TH2,62047,49.9069,-2.8956,2026-06-14 02:00:00,13.8,91.4,10217,13.5,0.49,3.52,28.8,24775,,
TH2,62045,49.9069,-2.8957,2026-06-14 01:00:00,14,88.7,10221,13.49,0.62,4.66,17.9,21092,,
TH2,62047,49.9069,-2.8957,2026-06-14 01:00:00,14,88.7,10222,13.49,0.53,4.2,16.2,27844,,
TH2,62045,49.9069,-2.8957,2026-06-14 00:00:00,14.5,82.1,10227,13.73,0.64,5.26,14,27984,,
TH2,62047,49.9069,-2.8957,2026-06-14 00:00:00,14.5,81.9,10227,13.76,0.53,4,7.2,41216,,
TH2,62045,49.9071,-2.8953,2026-06-13 23:00:00,14.2,90.1,10229,13.88,0.35,2.74,345.3,14878,,
TH2,62047,49.9071,-2.8953,2026-06-13 23:00:00,14.3,89.4,10229,13.89,0.34,2.47,331.7,19524,,
TH2,62045,49.9075,-2.8944,2026-06-13 22:00:00,14.5,89.7,10230,13.85,0.56,4.56,324,13526,,
TH2,62047,49.9075,-2.8944,2026-06-13 22:00:00,14.5,89.3,10230,13.84,0.57,4.62,306.1,16386,,
TH2,62045,49.9077,-2.8938,2026-06-13 21:00:00,14.5,90,10226,14,0.59,3.05,281.4,13988,,
TH2,62047,49.9077,-2.8938,2026-06-13 21:00:00,14.5,90,10226,13.98,0.59,3.61,276.9,17710,,
TH2,62045,49.9078,-2.8936,2026-06-13 20:00:00,14.5,89.9,10222,14.04,0.56,3.27,254.9,16315,,
TH2,62047,49.9078,-2.8936,2026-06-13 20:00:00,14.5,90,10223,14.05,0.53,3.52,262.5,19415,,
TH2,62045,49.9078,-2.8935,2026-06-13 19:00:00,14.5,89.6,10221,14.08,0.64,4.37,247.8,10290,,
TH2,62047,49.9078,-2.8935,2026-06-13 19:00:00,14.5,89.7,10221,14.08,0.61,4.6,258,19768,,
TH2,62045,49.9078,-2.8934,2026-06-13 18:00:00,14.3,91.6,10223,14.14,0.6,3.63,249.7,14529,,
TH2,62047,49.9078,-2.8934,2026-06-13 18:00:00,14.4,91.5,10224,14.15,0.62,4.08,258.7,17499,,
TH2,62045,49.9078,-2.8936,2026-06-13 17:00:00,14.3,90.4,10228,14.17,0.44,2.77,247.7,16474,,
TH2,62047,49.9078,-2.8936,2026-06-13 17:00:00,14.3,90.5,10229,14.19,0.54,3.73,242,18273,,
TH2,62045,49.9076,-2.894,2026-06-13 16:00:00,14.2,90.1,10232,14.02,0.59,3.18,255.4,15353,,
TH2,62047,49.9075,-2.894,2026-06-13 16:00:00,14.1,90.4,10233,14.02,0.59,3.73,261.5,18700,,
TH2,62045,49.9073,-2.8947,2026-06-13 15:00:00,14,90,10236,13.91,0.8,4.45,245.7,17577,,
TH2,62047,49.9073,-2.8947,2026-06-13 15:00:00,14,90.5,10237,13.91,0.75,4.87,253.1,20130,,
TH2,62045,49.9072,-2.8951,2026-06-13 14:00:00,14.2,87.9,10243,13.86,0.74,5.25,250.2,17477,,
TH2,62047,49.9072,-2.8951,2026-06-13 14:00:00,13.8,89.6,10244,13.86,0.69,4.9,238.1,19800,,
TH2,62045,49.9071,-2.8953,2026-06-13 13:00:00,14,87.6,10248,13.78,0.56,4.27,258,15620,,
TH2,62047,49.9071,-2.8953,2026-06-13 13:00:00,13.8,89.1,10249,13.8,0.55,3.35,249.9,19072,,
TH2,62045,49.9071,-2.8954,2026-06-13 12:00:00,14.1,87.1,10249,13.63,0.67,5.37,274.7,16548,,
TH2,62047,49.9071,-2.8954,2026-06-13 12:00:00,13.7,89.4,10251,13.61,0.68,3.84,268.8,19459,,
TH2,62045,49.9072,-2.8953,2026-06-13 11:00:00,13.9,88.2,10253,13.62,0.75,5.26,272.5,15287,,
TH2,62047,49.9072,-2.8953,2026-06-13 11:00:00,13.7,89.5,10254,13.62,0.75,4.11,264.5,18623,,
TH2,62045,49.9075,-2.8945,2026-06-13 10:00:00,13.8,86.6,10251,13.56,0.8,5.97,279.3,14580,,
TH2,62047,49.9075,-2.8945,2026-06-13 10:00:00,13.6,88,10252,13.57,0.83,4.93,272.1,19140,,
TH2,62045,49.9077,-2.8939,2026-06-13 09:00:00,13.7,86.6,10251,13.47,0.8,5.11,281.6,17749,,
TH2,62047,49.9077,-2.8939,2026-06-13 09:00:00,13.7,87.5,10252,13.48,0.79,4.6,278.4,21123,,
TH2,62045,49.9078,-2.8936,2026-06-13 08:00:00,13.6,87.2,10250,13.42,0.73,4.74,265.9,18165,,
TH2,62047,49.9078,-2.8936,2026-06-13 08:00:00,13.6,88.3,10251,13.42,0.82,5.01,271.3,24161,,
TH2,62045,49.9078,-2.8935,2026-06-13 07:00:00,13.4,87.5,10246,13.41,0.98,7.56,271.9,20750,,
TH2,62047,49.9078,-2.8935,2026-06-13 07:00:00,13.4,87.6,10247,13.41,0.94,7.02,281.9,26963,,
TH2,62045,49.9078,-2.8934,2026-06-13 06:00:00,13.3,87.1,10246,13.39,0.8,6,274,22146,,
TH2,62047,49.9078,-2.8934,2026-06-13 06:00:00,13.3,87.4,10247,13.39,0.78,5.5,284.2,28091,,
TH2,62045,49.9078,-2.8934,2026-06-13 05:00:00,13.3,86.5,10243,13.38,1.08,8.38,281.8,30507,,
TH2,62047,49.9078,-2.8934,2026-06-13 05:00:00,13.3,87.1,10244,13.38,1.05,7.68,291.5,36225,,
TH2,62045,49.9077,-2.8937,2026-06-13 04:00:00,13.3,91,10244,13.4,1.06,6.86,267.4,25680,,
TH2,62047,49.9077,-2.8937,2026-06-13 04:00:00,13.3,91.2,10245,13.39,1.01,7.23,275.3,40336,,
TH2,62045,49.9074,-2.8945,2026-06-13 03:00:00,13,91.9,10246,13.42,1.06,6.31,268.6,32611,,
TH2,62047,49.9074,-2.8945,2026-06-13 03:00:00,12.9,92.5,10247,13.42,1.07,7.09,274.7,46833,,
TH2,62045,49.9073,-2.895,2026-06-13 02:00:00,12.8,96.6,10248,13.44,1.17,8.66,275.3,11819,,
TH2,62047,49.9073,-2.895,2026-06-13 02:00:00,12.8,97.5,10248,13.44,1.17,8.64,275,12418,,
TH2,62045,49.9071,-2.8956,2026-06-13 01:00:00,12.8,98,10252,13.42,1.3,8.57,271.6,8353,,
TH2,62047,49.9071,-2.8956,2026-06-13 01:00:00,12.8,98.3,10253,13.42,1.23,8.27,266.6,9191,,
TH2,62045,49.9072,-2.8958,2026-06-13 00:00:00,13,97.9,10253,13.41,1.09,6.05,264.1,5831,,
TH2,62047,49.9072,-2.8958,2026-06-13 00:00:00,13,98,10253,13.41,1.17,7.39,268.4,1175,,
TH2,62045,49.9072,-2.8958,2026-06-12 23:00:00,13,98.2,10257,13.42,1.16,5.82,264.8,7414,,
TH2,62047,49.9072,-2.8958,2026-06-12 23:00:00,12.9,98.4,10257,13.42,1.15,7.82,265.3,3173,,
TH2,62045,49.9075,-2.8951,2026-06-12 22:00:00,13.2,98.1,10257,13.41,1.15,7.83,266.1,3105,,
TH2,62047,49.9075,-2.8951,2026-06-12 22:00:00,13.2,98.6,10258,13.41,1.19,7.34,259.4,3688,,
TH2,62045,49.9078,-2.8942,2026-06-12 21:00:00,13.3,98.1,10258,13.41,1.23,8.41,261,6036,,
TH2,62047,49.9078,-2.8942,2026-06-12 21:00:00,13.3,97.9,10258,13.41,1.28,8.14,252.1,4152,,
TH2,62045,49.9079,-2.8935,2026-06-12 20:00:00,13.4,96.1,10249,13.42,1.45,10.35,257.2,9990,,
TH2,62047,49.9079,-2.8935,2026-06-12 20:00:00,13.4,96.4,10250,13.42,1.41,9.35,263.3,9429,,
TH2,62045,49.908,-2.8934,2026-06-12 19:00:00,13.4,96.7,10249,13.43,1.36,9.08,252.9,10494,,
TH2,62047,49.908,-2.8934,2026-06-12 19:00:00,13.4,96.8,10249,13.43,1.41,9.53,261.6,10036,,
TH2,62045,49.908,-2.8933,2026-06-12 18:00:00,13.7,94.8,10244,13.48,1.29,8.74,254.5,12231,,
TH2,62047,49.908,-2.8933,2026-06-12 18:00:00,13.8,94.8,10245,13.48,1.38,6.93,259.8,6513,,
TH2,62045,49.908,-2.8933,2026-06-12 17:00:00,13.8,94.7,10248,13.49,1.09,6.22,254.1,10702,,
TH2,62047,49.908,-2.8933,2026-06-12 17:00:00,13.8,94.8,10248,13.49,1.17,7.87,258.3,10048,,
TH2,62045,49.9079,-2.8933,2026-06-12 16:00:00,13.8,93.6,10249,13.46,1.03,5.9,255.8,11053,,
TH2,62047,49.9079,-2.8933,2026-06-12 16:00:00,13.8,93.7,10250,13.45,1.05,6.81,257.4,9440,,
TH2,62045,49.9079,-2.8934,2026-06-12 15:00:00,13.7,93.5,10252,13.49,1.08,6.21,251.9,14381,,
TH2,62047,49.9079,-2.8934,2026-06-12 15:00:00,13.7,93.3,10252,13.49,1.22,6.64,257.8,12986,,
TH2,62045,49.9077,-2.8942,2026-06-12 14:00:00,13.7,94.1,10251,13.49,1.23,7.91,256.3,16764,,
TH2,62047,49.9077,-2.8942,2026-06-12 14:00:00,13.6,94.4,10252,13.48,1.32,7.83,263,14224,,
TH2,62045,49.9075,-2.8946,2026-06-12 13:00:00,13.8,94.3,10251,13.47,1.31,8.75,250,12628,,
TH2,62047,49.9075,-2.8946,2026-06-12 13:00:00,13.6,94.5,10251,13.47,1.42,8.85,242.6,11054,,
TH2,62045,49.9074,-2.8951,2026-06-12 12:00:00,13.7,92.7,10248,13.46,1.42,9.55,265.2,14197,,
TH2,62047,49.9074,-2.8951,2026-06-12 12:00:00,13.6,93.9,10249,13.46,1.42,9.4,256.4,12253,,
TH2,62045,49.9074,-2.8952,2026-06-12 11:00:00,13.5,95.4,10250,13.42,1.39,8.64,260.9,5322,,
TH2,62047,49.9074,-2.8952,2026-06-12 11:00:00,13.4,95.2,10250,13.42,1.39,8.55,255.3,6348,,
TH2,62045,49.9076,-2.8951,2026-06-12 10:00:00,13.4,95.7,10248,13.38,1.34,7.47,254.9,5919,,
TH2,62047,49.9076,-2.8951,2026-06-12 10:00:00,13.3,95.4,10249,13.38,1.22,7.73,250.4,5046,,
TH2,62045,49.9078,-2.8944,2026-06-12 09:00:00,13.5,94.4,10248,13.36,1.39,9.34,256.9,12085,,
TH2,62047,49.9078,-2.8944,2026-06-12 09:00:00,13.4,94.5,10248,13.36,1.41,8.54,249.8,11249,,
TH2,62045,49.908,-2.8936,2026-06-12 08:00:00,13.4,94,10243,13.36,1.42,9.97,257,21770,,
TH2,62047,49.908,-2.8936,2026-06-12 08:00:00,13.3,94.5,10243,13.36,1.44,9.66,256.2,16479,,
TH2,62045,49.908,-2.8934,2026-06-12 07:00:00,13.3,96.3,10241,13.35,1.33,8.39,255.6,12387,,
TH2,62047,49.908,-2.8934,2026-06-12 07:00:00,13.3,96.6,10242,13.35,1.57,9.37,260.1,9657,,
TH2,62045,49.908,-2.8934,2026-06-12 06:00:00,13.1,95.4,10236,13.34,1.44,9.38,254.4,7520,,
TH2,62047,49.908,-2.8934,2026-06-12 06:00:00,13.2,95.5,10237,13.34,1.4,7.49,259,8546,,
TH2,62045,49.908,-2.8933,2026-06-12 05:00:00,13.5,94.4,10230,13.35,1.25,7.9,257,12576,,
TH2,62047,49.908,-2.8934,2026-06-12 05:00:00,13.5,94.7,10231,13.35,1.29,8.99,262.4,12863,,
TH2,62045,49.908,-2.8933,2026-06-12 04:00:00,13.6,95.5,10228,13.36,1.31,7.58,254.3,10831,,
TH2,62047,49.908,-2.8933,2026-06-12 04:00:00,13.5,96.5,10229,13.36,1.2,8.24,259.9,11924,,
TH2,62045,49.9079,-2.8933,2026-06-12 03:00:00,13.7,96.9,10228,13.39,1.27,7.64,261.5,6604,,
TH2,62047,49.9079,-2.8933,2026-06-12 03:00:00,13.7,96.8,10229,13.39,1.44,8.51,266.3,3922,,
TH2,62045,49.9079,-2.8935,2026-06-12 02:00:00,13.8,96.3,10225,13.43,1.45,9.14,253.3,5113,,
TH2,62047,49.9079,-2.8935,2026-06-12 02:00:00,13.8,96.4,10225,13.43,1.51,10.36,255.9,5291,,
TH2,62045,49.9077,-2.8942,2026-06-12 01:00:00,13.8,95.5,10223,13.44,1.52,10.14,256.2,8139,,
TH2,62047,49.9077,-2.8942,2026-06-12 01:00:00,13.8,95.7,10224,13.44,1.58,9.94,256.3,7133,,
TH2,62045,49.9075,-2.8947,2026-06-12 00:00:00,13.9,95.3,10225,13.43,1.47,10.45,249.5,6987,,
TH2,62047,49.9075,-2.8947,2026-06-12 00:00:00,13.8,95.2,10226,13.43,1.37,9.58,242.6,5794,,
TH2,62045,49.9075,-2.895,2026-06-11 23:00:00,13.8,96,10228,13.4,1.43,8.25,261.4,6183,,
TH2,62047,49.9075,-2.895,2026-06-11 23:00:00,13.8,96.3,10230,13.4,1.19,7.4,255.1,5828,,
TH2,62045,49.9075,-2.895,2026-06-11 22:00:00,13.8,96.6,10228,13.37,1.41,8.42,265.2,3425,,
TH2,62047,49.9075,-2.895,2026-06-11 22:00:00,13.8,96.6,10230,13.37,1.32,8.08,261.1,3559,,
TH2,62045,49.9077,-2.8947,2026-06-11 21:00:00,14,95.2,10226,13.36,1.29,8.71,266,7340,,
TH2,62047,49.9077,-2.8947,2026-06-11 21:00:00,13.9,95.7,10228,13.36,1.38,8.12,260.7,6016,,
TH2,62045,49.9079,-2.8939,2026-06-11 20:00:00,14,96.2,10221,13.35,1.52,10.34,254.4,5760,,
TH2,62047,49.9079,-2.8939,2026-06-11 20:00:00,14,96,10221,13.35,1.43,9.42,252.9,4896,,
TH2,62045,49.908,-2.8935,2026-06-11 19:00:00,14,95.6,10215,13.34,1.57,10.9,254.4,6533,,
TH2,62047,49.908,-2.8935,2026-06-11 19:00:00,14,95.7,10216,13.34,1.48,10.16,257.6,5393,,
TH2,62045,49.908,-2.8934,2026-06-11 18:00:00,14.1,95.5,10213,13.35,1.57,9.5,252.9,5488,,
TH2,62047,49.908,-2.8934,2026-06-11 18:00:00,14.1,95.2,10214,13.35,1.52,10.04,259.5,4098,,
TH2,62045,49.908,-2.8934,2026-06-11 17:00:00,14.2,95.2,10208,13.36,1.47,9.38,248.1,6116,,
TH2,62047,49.908,-2.8934,2026-06-11 17:00:00,14.2,96,10210,13.36,1.63,9.69,252.5,4185,,
TH2,62045,49.9081,-2.8933,2026-06-11 16:00:00,14.1,96,10207,13.37,1.62,8.06,249.6,4140,,
TH2,62047,49.9081,-2.8933,2026-06-11 16:00:00,14.1,96.1,10208,13.37,1.57,10.9,248.4,4002,,
TH2,62045,49.908,-2.8933,2026-06-11 15:00:00,14,95.9,10206,13.4,1.6,8.48,246.3,3427,,
