Dual,AWS_ID,Type,Date,Time,Min_Since,Latitude,Longitude,Temperature,Humidity,Pressure,Sea_Temp,Wind_Direction,Wind_Speed,Gust,COG,SOG,Wave_Height,Wave_Period,Visibility
D,62045,3,120626,900,2,499078,-28944,135,944,102476,1336,2569,934,139,0,79,,,12085
D,62047,3,120626,1000,2,499076,-28951,133,954,102490,1338,2504,773,122,0,140,,,5046
D,62047,3,120626,1100,2,499074,-28952,134,952,102497,1342,2553,855,139,0,88,,,6348
D,62045,3,120626,1000,2,499076,-28951,134,957,102483,1338,2549,747,134,0,142,,,5919
D,62045,3,120626,1100,2,499074,-28952,135,954,102498,1342,2609,864,139,0,91,,,5322
D,62045,3,120626,1200,2,499074,-28951,137,927,102481,1346,2652,955,142,0,107,,,14197
D,62047,3,120626,1200,2,499074,-28951,136,939,102490,1346,2564,940,142,0,101,,,12253
D,62047,3,120626,1300,2,499075,-28946,136,945,102511,1347,2426,885,142,0,177,,,11054
D,62045,3,120626,1300,2,499075,-28946,138,943,102505,1347,2500,875,131,0,166,,,12628
D,62047,3,120626,1400,2,499077,-28942,136,944,102515,1348,2630,783,132,0,143,,,14224
D,62045,3,120626,1400,2,499077,-28942,137,941,102507,1349,2563,791,123,0,144,,,16764
D,62047,3,120626,1500,2,499079,-28934,137,933,102524,1349,2578,664,122,0,126,,,12986
D,62045,3,120626,1500,2,499079,-28934,137,935,102517,1349,2519,621,108,0,125,,,14381
D,62047,3,120626,1600,2,499079,-28933,138,937,102495,1345,2574,681,105,0,99,,,9440
D,62045,3,120626,1600,2,499079,-28933,138,936,102488,1346,2558,590,103,0,99,,,11053
D,62047,3,120626,1700,2,499080,-28933,138,948,102484,1349,2583,787,117,0,93,,,10048
D,62045,3,120626,1700,2,499080,-28933,138,947,102478,1349,2541,622,109,0,88,,,10702
D,62047,3,120626,1800,2,499080,-28933,138,948,102453,1348,2598,693,138,0,111,,,6513
D,62047,3,120626,1900,2,499080,-28934,134,968,102494,1343,2616,953,141,0,103,,,10036
D,62045,3,120626,1800,2,499080,-28933,137,948,102442,1348,2545,874,129,0,111,,,12231
D,62045,3,120626,1900,2,499080,-28934,134,967,102488,1343,2529,908,136,0,103,,,10494
D,62047,3,120626,2000,2,499079,-28935,134,964,102500,1342,2633,935,141,0,99,,,9429
D,62045,3,120626,2000,2,499079,-28935,134,961,102489,1342,2572,1035,145,0,96,,,9990
D,62047,3,120626,2100,2,499078,-28942,133,979,102580,1341,2521,814,128,0,82,,,4152
D,62045,3,120626,2100,2,499078,-28942,133,981,102575,1341,2610,841,123,0,81,,,6036
D,62047,3,120626,2200,2,499075,-28951,132,986,102575,1341,2594,734,119,0,130,,,3688
D,62045,3,120626,2200,2,499075,-28951,132,981,102565,1341,2661,783,115,0,130,,,3105
D,62047,3,120626,2300,2,499072,-28958,129,984,102570,1342,2653,782,115,0,128,,,3173
D,62045,3,120626,2300,2,499072,-28958,130,982,102565,1342,2648,582,116,0,126,,,7414
D,62045,3,130626,000,2,499072,-28958,130,979,102527,1341,2641,605,109,0,128,,,5831
D,62047,3,130626,000,2,499072,-28958,130,980,102533,1341,2684,739,117,0,127,,,1175
D,62047,3,130626,100,2,499071,-28956,128,983,102530,1342,2666,827,123,0,151,,,9191
D,62045,3,130626,100,2,499071,-28956,128,980,102516,1342,2716,857,130,0,153,,,8353
D,62047,3,130626,200,2,499073,-28950,128,975,102480,1344,2750,864,117,0,118,,,12418
D,62045,3,130626,200,2,499073,-28950,128,966,102477,1344,2753,866,117,0,115,,,11819
D,62047,3,130626,300,2,499074,-28945,129,925,102465,1342,2747,709,107,0,96,,,46833
D,62045,3,130626,300,2,499074,-28945,130,919,102458,1342,2686,631,106,0,94,,,32611
D,62047,3,130626,400,2,499077,-28937,133,912,102451,1339,2753,723,101,0,65,,,40336
D,62045,3,130626,400,2,499077,-28937,133,910,102444,1340,2674,686,106,0,63,,,25680
D,62047,3,130626,500,2,499078,-28934,133,871,102438,1338,2915,768,105,0,84,,,36225
D,62045,3,130626,500,2,499078,-28934,133,865,102430,1338,2818,838,108,0,85,,,30507
D,62045,3,130626,600,2,499078,-28934,133,871,102460,1339,2740,600,80,0,92,,,22146
D,62047,3,130626,600,2,499078,-28934,133,874,102466,1339,2842,550,78,0,91,,,28091
D,62047,3,130626,700,2,499078,-28935,134,876,102467,1341,2819,702,94,0,81,,,26963
D,62045,3,130626,700,2,499078,-28935,134,875,102460,1341,2719,756,98,0,83,,,20750
D,62045,3,130626,800,2,499078,-28936,136,872,102499,1342,2659,474,73,0,79,,,18165
D,62047,3,130626,800,2,499078,-28936,136,883,102510,1342,2713,501,82,0,80,,,24161
D,62045,3,130626,900,2,499077,-28939,137,866,102512,1347,2816,511,80,0,82,,,17749
D,62047,3,130626,900,2,499077,-28939,137,875,102523,1348,2784,460,79,0,79,,,21123
D,62047,3,130626,1000,2,499075,-28945,136,880,102523,1357,2721,493,83,0,55,,,19140
D,62045,3,130626,1000,2,499075,-28945,138,866,102506,1356,2793,597,80,0,52,,,14580
D,62047,3,130626,1100,2,499072,-28953,137,895,102542,1362,2645,411,75,0,53,,,18623
D,62045,3,130626,1100,2,499072,-28953,139,882,102529,1362,2725,526,75,0,52,,,15287
D,62045,3,130626,1200,2,499071,-28954,141,871,102490,1363,2747,537,67,0,62,,,16548
D,62047,3,130626,1200,2,499071,-28954,137,894,102507,1361,2688,384,68,0,64,,,19459
D,62047,3,130626,1300,2,499071,-28953,138,891,102490,1380,2499,335,55,0,52,,,19072
D,62045,3,130626,1300,2,499071,-28953,140,876,102481,1378,2580,427,56,0,52,,,15620
D,62045,3,130626,1400,2,499072,-28951,142,879,102433,1386,2502,525,74,0,85,,,17477
D,62047,3,130626,1400,2,499072,-28951,138,896,102444,1386,2381,490,69,0,85,,,19800
D,62047,3,130626,1500,2,499073,-28947,140,905,102370,1391,2531,487,75,0,85,,,20130
D,62045,3,130626,1500,2,499073,-28947,140,900,102361,1391,2457,445,80,0,85,,,17577
D,62047,3,130626,1600,2,499075,-28940,141,904,102326,1402,2615,373,59,0,55,,,18700
D,62045,3,130626,1600,2,499076,-28940,142,901,102323,1402,2554,318,59,0,56,,,15353
D,62045,3,130626,1700,2,499078,-28936,143,904,102282,1417,2477,277,44,0,73,,,16474
D,62047,3,130626,1700,2,499078,-28936,143,905,102287,1419,2420,373,54,0,70,,,18273
D,62047,3,130626,1800,2,499078,-28934,144,915,102238,1415,2587,408,62,0,47,,,17499
D,62047,3,130626,1900,2,499078,-28935,145,897,102212,1408,2580,460,61,0,70,,,19768
D,62045,3,130626,1800,2,499078,-28934,143,916,102231,1414,2497,363,60,0,46,,,14529
D,62045,3,130626,1900,2,499078,-28935,145,896,102206,1408,2478,437,64,0,70,,,10290
D,62047,3,130626,2000,2,499078,-28936,145,900,102231,1405,2625,352,53,0,62,,,19415
D,62045,3,130626,2000,2,499078,-28936,145,899,102223,1404,2549,327,56,0,63,,,16315
D,62047,3,130626,2100,2,499077,-28938,145,900,102262,1398,2769,361,59,0,74,,,17710
D,62045,3,130626,2100,2,499077,-28938,145,900,102255,1400,2814,305,59,0,74,,,13988
D,62047,3,130626,2200,2,499075,-28944,145,893,102303,1384,3061,462,57,0,35,,,16386
D,62045,3,130626,2200,2,499075,-28944,145,897,102295,1385,3240,456,56,0,32,,,13526
D,62045,3,130626,2300,2,499071,-28953,142,901,102287,1388,3453,274,35,0,35,,,14878
D,62047,3,130626,2300,2,499071,-28953,143,894,102294,1389,3317,247,34,0,38,,,19524
D,62045,3,140626,000,2,499069,-28957,145,821,102265,1373,140,526,64,0,36,,,27984
D,62047,3,140626,000,2,499069,-28957,145,819,102271,1376,72,400,53,0,39,,,41216
D,62047,3,140626,100,2,499069,-28957,140,887,102221,1349,162,420,53,0,38,,,27844
D,62045,3,140626,100,2,499069,-28957,140,887,102214,1349,179,466,62,0,35,,,21092
D,62047,3,140626,200,2,499069,-28956,138,914,102170,1350,288,352,49,0,47,,,24775
D,62045,3,140626,200,2,499069,-28956,139,913,102162,1351,347,195,37,0,46,,,19033
D,62045,3,140626,300,2,499070,-28953,140,864,102133,1352,508,429,61,0,68,,,29099
D,62047,3,140626,300,2,499070,-28953,139,876,102141,1352,580,399,65,0,66,,,38317
D,62047,3,140626,400,2,499071,-28948,137,896,102107,1351,659,254,54,0,53,,,24852
D,62045,3,140626,400,2,499072,-28948,138,890,102099,1351,633,411,56,0,52,,,21215
D,62045,3,140626,500,2,499074,-28943,138,900,102090,1349,731,345,47,0,39,,,19018
D,62047,3,140626,500,2,499074,-28944,139,901,102098,1349,691,280,46,0,39,,,23984
D,62047,3,140626,600,2,499075,-28941,141,863,102106,1345,774,337,53,0,44,,,28383
D,62045,3,140626,600,2,499075,-28941,142,858,102097,1345,868,388,49,0,41,,,23762
D,62047,3,140626,700,2,499075,-28942,141,856,102113,1349,932,318,50,0,32,,,33376
,,,,,,,,,,,,,,,,,,,
D,62045,3,140626,800,2,499075,-28942,147,806,102101,1351,1032,453,58,0,37,,,28321
D,62047,3,140626,800,2,499075,-28943,142,832,102116,1352,911,456,65,0,38,,,16485
D,62047,3,140626,900,2,499075,-28945,143,821,102099,1355,733,516,67,0,39,,,38432
D,62045,3,140626,900,2,499075,-28945,145,806,102091,1355,814,570,75,0,39,,,29206
D,62045,3,140626,1000,2,499073,-28948,142,832,102104,1366,703,378,54,0,24,,,35287
D,62047,3,140626,1100,2,499072,-28953,141,868,102092,1386,940,428,50,0,22,,,32688
D,62047,3,140626,1000,2,499073,-28948,142,832,102111,1366,832,426,53,0,25,,,36056
D,62045,3,140626,1100,2,499071,-28953,141,868,102085,1383,782,451,56,0,22,,,26196
D,62047,3,140626,1200,2,499069,-28958,142,866,102038,1393,834,479,55,0,25,,,31298
D,62045,3,140626,1200,2,499069,-28958,142,863,102031,1390,675,443,57,0,25,,,24575
D,62045,3,140626,1300,2,499069,-28958,143,861,101996,1399,653,450,56,0,30,,,25670
D,62047,3,140626,1300,2,499069,-28958,142,865,101999,1409,808,500,57,0,33,,,33371
D,62047,3,140626,1400,2,499069,-28956,142,880,101960,1386,780,477,56,0,16,,,34115
D,62045,3,140626,1400,2,499069,-28956,142,878,101954,1383,627,470,64,0,17,,,26009
D,62047,3,140626,1500,2,499070,-28955,142,876,101921,1384,836,576,68,0,18,,,36626
D,62045,3,140626,1500,2,499070,-28955,142,874,101911,1382,716,637,77,0,20,,,25151
D,62047,3,140626,1600,2,499071,-28951,143,866,101870,1386,822,554,68,0,21,,,32654
D,62045,3,140626,1600,2,499071,-28951,148,839,101855,1383,951,520,63,0,20,,,28141
D,62045,3,140626,1700,2,499074,-28946,150,826,101791,1391,965,466,56,0,20,,,25034
D,62047,3,140626,1800,2,499076,-28941,147,819,101735,1386,926,333,57,0,25,,,38913
D,62047,3,140626,1700,2,499074,-28946,145,850,101806,1391,895,354,55,0,22,,,35905
D,62045,3,140626,1800,2,499076,-28941,151,803,101721,1386,985,516,61,0,25,,,24684
D,62045,3,140626,1900,2,499076,-28941,152,745,101688,1384,973,558,65,0,26,,,9680
D,62047,3,140626,1900,2,499076,-28941,150,755,101703,1385,906,377,62,0,26,,,48757
D,62047,3,140626,2000,2,499076,-28941,147,800,101693,1386,897,465,71,0,32,,,44313
D,62045,3,140626,2000,2,499076,-28941,147,800,101680,1386,981,517,61,0,33,,,31769
D,62045,3,140626,2100,2,499076,-28943,147,809,101690,1383,1010,538,64,0,28,,,31538
D,62047,3,140626,2100,2,499076,-28943,148,804,101702,1383,858,601,72,0,25,,,45456
D,62047,3,140626,2200,2,499075,-28946,147,781,101668,1380,1021,615,80,0,41,,,48274
D,62045,3,140626,2200,2,499075,-28946,148,778,101660,1381,894,589,76,0,40,,,35540
D,62047,3,140626,2300,2,499073,-28951,146,799,101626,1378,1141,696,81,0,19,,,40192
D,62045,3,140626,2300,2,499073,-28951,146,795,101618,1378,1017,776,90,0,16,,,30733
D,62045,3,150626,000,2,499070,-28959,145,809,101559,1376,905,813,95,0,30,,,27738
D,62047,3,150626,000,2,499070,-28959,145,811,101567,1375,1043,729,85,0,32,,,34120
D,62047,3,150626,100,2,499069,-28960,144,829,101509,1359,1103,797,93,0,39,,,32332
D,62045,3,150626,100,2,499069,-28960,144,827,101502,1358,973,890,104,0,35,,,25985
D,62047,3,150626,300,2,499070,-28958,145,859,101347,1360,1091,831,97,0,61,,,26675
D,62045,3,150626,200,2,499069,-28959,144,852,101393,1358,899,931,109,0,34,,,23400
D,62047,3,150626,200,2,499069,-28959,144,853,101402,1358,1028,834,96,0,34,,,28918
D,62045,3,150626,300,2,499070,-28958,145,856,101340,1360,954,916,107,0,58,,,21946
D,62047,3,150626,400,2,499071,-28955,146,853,101308,1362,1151,637,94,0,51,,,27210
D,62045,3,150626,400,2,499071,-28955,146,856,101294,1362,1107,686,93,0,52,,,22295
D,62047,3,150626,500,2,499072,-28949,144,881,101279,1362,1038,325,54,0,60,,,26174
D,62045,3,150626,500,2,499072,-28948,144,881,101267,1362,1152,351,51,0,56,,,20511
D,62047,3,150626,600,2,499075,-28943,149,867,101260,1360,1231,540,64,0,43,,,27835
D,62045,3,150626,600,2,499075,-28943,151,857,101255,1360,1438,498,58,0,42,,,22879
D,62047,3,150626,700,2,499076,-28941,146,903,101210,1358,1409,467,56,0,35,,,20854
D,62045,3,150626,700,2,499076,-28941,150,882,101206,1358,1608,489,58,0,34,,,17838
D,62047,3,150626,800,2,499077,-28941,148,894,101239,1360,2017,510,62,0,50,,,18264
D,62045,3,150626,800,2,499077,-28940,149,893,101232,1359,2036,376,70,0,49,,,17283
D,62045,3,150626,900,2,499076,-28941,140,985,101288,1357,2463,549,72,0,40,,,1076
D,62047,3,150626,900,2,499076,-28941,140,980,101296,1356,2573,526,66,0,37,,,511
D,62047,3,150626,1000,2,499076,-28943,136,975,101306,1361,2507,650,85,0,53,,,34708
D,62045,3,150626,1000,2,499076,-28943,136,969,101297,1361,2364,697,83,2134,54,,,14453
D,62045,3,150626,1100,2,499075,-28947,139,948,101333,1362,2621,502,70,0,32,,,21822
D,62047,3,150626,1100,2,499075,-28947,138,956,101343,1363,2563,436,73,0,32,,,26897
D,62047,3,150626,1200,2,499072,-28953,143,917,101349,1366,2539,446,64,0,29,,,45806
D,62045,3,150626,1200,2,499072,-28953,142,920,101341,1366,2562,509,64,0,29,,,34016
D,62047,3,150626,1300,2,499069,-28960,144,911,101345,1367,2485,278,50,319,53,,,26053
D,62045,3,150626,1300,2,499069,-28960,142,924,101336,1367,2388,477,59,0,49,,,22087
D,62047,3,150626,1400,2,499069,-28960,146,890,101332,1369,2456,426,92,0,42,,,20550
D,62045,3,150626,1400,2,499069,-28960,143,904,101323,1368,2438,560,87,0,38,,,17239
D,62045,3,150626,1500,2,499069,-28958,145,883,101300,1366,2535,639,86,0,45,,,19356
D,62047,3,150626,1500,2,499069,-28958,144,887,101318,1366,2468,537,89,0,44,,,23330
D,62047,3,150626,1600,2,499070,-28954,143,889,101278,1369,2550,720,100,0,52,,,18756
D,62045,3,150626,1600,2,499070,-28954,145,877,101274,1370,2680,759,105,0,56,,,16524
D,62047,3,150626,1700,2,499072,-28947,142,884,101228,1374,2679,782,107,0,88,,,25737
D,62045,3,150626,1700,2,499072,-28947,142,877,101221,1373,2630,632,102,0,89,,,20640
D,62047,3,150626,1800,2,499075,-28939,142,890,101221,1370,2695,797,98,0,86,,,18918
D,62045,3,150626,1800,2,499075,-28939,142,888,101213,1371,2607,717,108,0,80,,,15289
D,62047,3,150626,1900,2,499078,-28933,142,911,101225,1365,2705,803,99,0,54,,,16959
D,62045,3,150626,1900,2,499078,-28933,142,911,101218,1365,2597,758,114,0,55,,,13053
D,62047,3,150626,2000,2,499079,-28933,141,915,101260,1362,2752,802,97,0,74,,,17517
D,62045,3,150626,2000,2,499079,-28933,141,914,101252,1363,2647,850,109,0,73,,,15092
D,62047,3,150626,2100,2,499078,-28934,142,898,101308,1357,2878,880,108,0,53,,,31624
D,62045,3,150626,2100,2,499078,-28934,143,893,101302,1357,2781,975,123,0,51,,,26229
D,62047,3,150626,2200,2,499077,-28935,142,908,101353,1357,2892,725,95,0,50,,,27859
D,62045,3,150626,2200,2,499078,-28935,142,905,101346,1357,2765,771,93,0,50,,,23974
D,62047,3,150626,2300,2,499077,-28939,141,930,101403,1358,2667,484,76,0,52,,,19460
D,62045,3,150626,2300,2,499077,-28939,141,930,101393,1358,2792,530,71,0,52,,,15641
D,62045,3,160626,000,2,499075,-28946,140,933,101402,1359,2780,467,64,0,43,,,14920
D,62047,3,160626,000,2,499075,-28946,140,937,101411,1359,2713,387,60,0,44,,,17661
D,62047,3,160626,100,2,499071,-28960,140,921,101461,1359,2887,449,71,0,66,,,23737
D,62045,3,160626,100,2,499071,-28960,141,921,101446,1359,2944,568,72,0,66,,,19181
D,62047,3,160626,200,2,499070,-28962,140,937,101438,1360,2862,384,64,0,61,,,21416
D,62045,3,160626,200,2,499070,-28962,140,937,101425,1360,2919,490,62,0,61,,,16787
D,62045,3,160626,300,2,499069,-28960,139,945,101426,1363,3055,542,69,0,54,,,17074
D,62047,3,160626,300,2,499069,-28960,139,944,101435,1363,2901,599,79,0,58,,,22680
D,62047,3,160626,400,2,499070,-28958,138,960,101453,1366,2693,646,87,0,48,,,11000
D,62045,3,160626,400,2,499070,-28958,138,960,101449,1366,2872,643,83,0,45,,,7020
D,62045,3,160626,500,2,499071,-28952,136,983,101445,1367,2782,477,81,0,78,,,2811
D,62047,3,160626,500,2,499071,-28953,136,978,101451,1367,2818,553,81,0,80,,,2275
D,62047,3,160626,600,2,499074,-28947,136,985,101478,1368,2772,419,55,0,46,,,6010
D,62045,3,160626,600,2,499074,-28946,136,985,101470,1368,2671,416,61,0,46,,,7624
D,62045,3,160626,700,2,499076,-28939,138,961,101514,1363,2532,410,63,0,39,,,17082
D,62047,3,160626,800,2,499078,-28936,139,958,101557,1363,2510,392,49,0,40,,,23683
D,62045,3,160626,800,2,499078,-28936,140,955,101550,1363,2480,320,46,0,42,,,22332
D,62047,3,160626,700,2,499076,-28939,137,966,101521,1363,2612,500,65,0,34,,,19795
D,62045,3,160626,900,2,499078,-28936,141,954,101579,1360,2344,253,50,0,32,,,22093
D,62047,3,160626,1000,2,499078,-28937,139,976,101623,1367,2309,478,64,0,31,,,30503
D,62045,3,160626,1000,2,499078,-28936,139,979,101616,1367,2353,376,58,0,31,,,32886
D,62045,3,160626,1100,2,499078,-26871,140,975,101682,1374,2173,510,73,98,36,,,4798
D,62047,3,160626,1100,2,499078,-28938,140,976,101690,1374,2277,532,67,0,36,,,10575
D,62047,3,160626,1200,2,499077,-28942,143,958,101726,1380,2340,279,67,0,42,,,37176
D,62045,3,160626,1200,2,499077,-28942,141,962,101716,1380,2270,500,65,0,40,,,26644
D,62047,3,160626,1300,2,499074,-28949,145,953,101762,1379,2154,373,55,0,41,,,23286
D,62045,3,160626,1300,2,499074,-28949,141,970,101754,1380,2024,447,55,0,491,,,16728
D,62047,3,160626,1400,2,499070,-28960,148,935,101755,1380,2142,400,64,0,43,,,24158
D,62045,3,160626,1400,2,499070,-28960,144,958,101747,1381,2010,468,58,0,41,,,20849
D,62045,3,160626,1500,2,499070,-28960,146,949,101737,1384,2013,372,47,0,31,,,19164
D,62047,3,160626,1500,2,499070,-28960,150,927,101746,1388,2087,220,44,0,34,,,22288
D,62047,3,160626,1600,2,499070,-28959,148,940,101729,1372,2185,162,36,0,53,,,23618
D,62045,3,160626,1600,2,499070,-28959,146,953,101721,1373,2078,414,54,0,54,,,19662
D,62047,3,160626,1700,2,499071,-28955,147,955,101713,1373,2121,409,65,0,44,,,16161
D,62045,3,160626,1700,2,499071,-28955,148,954,101700,1374,2218,482,66,0,43,,,15691
D,62047,3,160626,1800,2,499073,-28949,146,961,101703,1376,2120,427,54,0,80,,,12173
D,62045,3,160626,1800,2,499073,-28949,147,961,101697,1376,2124,344,60,0,80,,,11316
D,62047,3,160626,1900,2,499076,-28940,147,963,101717,1371,2186,465,66,0,90,,,9623
D,62045,3,160626,1900,2,499076,-28940,147,963,101710,1371,2200,276,60,0,90,,,8426
D,62045,3,160626,2000,2,499079,-28934,149,974,101700,1372,2483,428,70,0,54,,,5993
D,62047,3,160626,2000,2,499079,-28934,149,973,101708,1372,2371,648,74,0,58,,,7778
D,62047,3,160626,2100,2,499079,-28934,148,976,101736,1370,2242,514,74,0,50,,,6271
D,62045,3,160626,2100,2,499079,-28934,148,978,101728,1370,2399,228,68,0,49,,,5322
D,62047,3,160626,2200,2,499079,-28935,148,981,101715,1372,2340,581,68,0,56,,,4693
D,62045,3,160626,2200,2,499079,-28935,148,983,101707,1372,2416,425,64,0,54,,,4544
D,62047,3,160626,2300,2,499078,-28936,148,987,101756,1374,2306,631,83,0,39,,,388
D,62045,3,160626,2300,2,499078,-28936,148,990,101748,1373,2291,496,93,0,38,,,611
D,62047,3,170626,000,2,499078,-28940,147,999,101763,1370,2228,583,83,0,59,,,177
D,62045,3,170626,000,2,499078,-28940,147,992,101755,1370,2057,596,77,0,58,,,109
D,62045,3,170626,100,2,499075,-28946,150,993,101766,1368,2173,606,77,0,40,,,295
D,62047,3,170626,100,2,499076,-28946,150,993,101775,1368,2242,315,73,0,40,,,496
D,62047,3,170626,200,2,499071,-28962,147,988,101767,1364,2068,659,86,0,46,,,6108
D,62045,3,170626,200,2,499071,-28962,148,984,101759,1364,1929,576,72,0,44,,,8677
D,62047,3,170626,300,2,499070,-28963,149,991,101738,1364,2125,534,81,0,57,,,1804
D,62045,3,170626,300,2,499070,-28963,149,989,101730,1364,1994,599,72,0,55,,,1199
D,62045,3,170626,400,2,499069,-28961,149,989,101730,1368,2032,521,65,0,57,,,1715
D,62047,3,170626,400,2,499069,-28961,149,988,101739,1369,2065,271,54,0,58,,,2253
D,62047,3,170626,500,2,499070,-28959,148,989,101742,1374,2075,424,71,0,66,,,2578
D,62045,3,170626,500,2,499070,-28959,148,992,101732,1374,2106,540,72,0,66,,,1788
D,62047,3,170626,600,2,499072,-28953,146,988,101731,1375,2008,628,95,0,85,,,3622
D,62045,3,170626,600,2,499072,-28953,147,990,101725,1375,2113,656,98,0,89,,,4905
D,62047,3,170626,700,2,499074,-28945,146,989,101768,1373,2161,612,84,0,73,,,518
D,62045,3,170626,700,2,499074,-28945,146,991,101761,1373,2173,467,82,0,72,,,971
D,62045,3,170626,800,2,499077,-28936,144,993,101787,1367,2199,610,72,0,64,,,187
D,62047,3,170626,800,2,499077,-28936,144,993,101795,1367,2334,544,82,0,62,,,234
D,62047,3,170626,900,2,499079,-28933,146,990,101801,1365,2310,418,90,0,44,,,3662
D,62045,3,170626,900,2,499079,-28933,146,989,101793,1365,2205,609,71,0,43,,,4547
D,62047,3,170626,1000,2,499079,-28934,145,983,101840,1367,2300,536,83,0,41,,,7632
D,62045,3,170626,1000,2,499079,-28934,144,982,101833,1368,2159,614,71,0,42,,,8918
D,62045,3,170626,1100,2,499078,-28935,147,953,101867,1376,2258,302,72,0,45,,,16221
D,62047,3,170626,1100,2,499078,-28935,146,957,101873,1378,2184,512,65,0,46,,,13591
D,62047,3,170626,1200,2,499078,-28937,148,953,101913,1376,2187,538,83,0,97,,,13349
D,62045,3,170626,1200,2,499078,-28937,148,941,101904,1375,2139,506,80,0,97,,,15452
D,62045,3,170626,1300,2,499077,-28942,151,940,101905,1382,2256,602,80,0,51,,,17420
D,62047,3,170626,1300,2,499077,-28942,152,930,101915,1383,2301,393,94,0,51,,,17557
D,62045,3,170626,1400,2,499075,-28949,154,909,101924,1388,2239,579,76,0,52,,,21234
D,62047,3,170626,1400,2,499075,-28949,157,894,101933,1387,2273,275,74,0,55,,,17692
D,62045,3,170626,1500,2,499070,-28960,152,923,101948,1388,2238,370,53,0,93,,,15932
D,62047,3,170626,1500,2,499070,-28960,157,897,101957,1389,2265,164,38,0,95,,,15294
D,62045,3,170626,1600,2,499070,-28959,155,905,101912,1383,2526,486,64,0,62,,,17858
D,62047,3,170626,1600,2,499070,-28959,157,891,101922,1384,2479,412,73,0,63,,,17261
D,62047,3,170626,1700,2,499070,-28957,155,904,101932,1375,2517,561,97,0,59,,,17525
D,62045,3,170626,1700,2,499070,-28957,156,897,101919,1375,2620,603,84,0,59,,,19372
D,62047,3,170626,1800,2,499071,-28953,151,932,101885,1385,2549,450,74,0,69,,,13098
D,62045,3,170626,1800,2,499071,-28952,150,936,101879,1384,2480,439,65,0,68,,,15018
D,62045,3,170626,1900,2,499074,-28946,149,946,101872,1384,2427,188,47,0,100,,,13884
D,62047,3,170626,1900,2,499073,-28946,149,946,101878,1385,2355,338,61,0,97,,,11016
D,62047,3,170626,2000,2,499076,-28938,149,949,101867,1379,2532,409,76,0,73,,,11966
D,62045,3,170626,2000,2,499076,-28938,150,949,101860,1379,2522,305,56,0,73,,,12991
D,62047,3,170626,2100,2,499079,-28934,149,953,101874,1389,2520,457,66,0,44,,,6405
D,62045,3,170626,2100,2,499079,-28933,150,954,101867,1388,2486,355,58,0,45,,,6955
D,62045,3,170626,2200,2,499079,-28934,147,965,101889,1390,2473,241,40,0,88,,,5308
D,62047,3,170626,2200,2,499079,-28934,147,962,101896,1390,2481,323,53,0,90,,,4718
D,62045,3,170626,2300,2,499079,-28935,144,975,101906,1391,1931,207,43,0,47,,,4155
D,62047,3,170626,2300,2,499078,-28935,144,972,101913,1392,1885,214,55,0,45,,,3449
D,62047,3,180626,000,2,499078,-28937,144,987,101916,1387,1950,317,54,0,110,,,121
D,62045,3,180626,000,2,499078,-28937,144,986,101908,1387,1939,318,53,0,110,,,155
D,62045,3,180626,100,2,499077,-28941,143,991,101925,1382,1907,306,48,0,43,,,63
D,62047,3,180626,100,2,499077,-28941,143,992,101934,1382,1945,263,48,0,45,,,96
D,62047,3,180626,200,2,499075,-28948,141,991,101904,1384,1908,269,41,0,82,,,67
D,62045,3,180626,200,2,499075,-28948,141,992,101896,1384,1783,258,40,0,80,,,46
D,62045,3,180626,300,2,499070,-28961,140,994,101862,1374,1736,318,44,0,61,,,117
D,62047,3,180626,300,2,499070,-28961,140,991,101870,1374,1885,344,47,0,61,,,190
D,62045,3,180626,400,2,499069,-28962,140,994,101806,1369,1751,254,33,0,51,,,254
D,62047,3,180626,400,2,499069,-28962,140,992,101814,1369,1883,268,38,0,55,,,347
D,62047,3,180626,500,2,499069,-28960,140,993,101823,1372,1731,354,50,0,35,,,277
D,62045,3,180626,500,2,499069,-28960,140,994,101815,1372,1597,327,43,0,39,,,194
D,62045,3,180626,600,2,499070,-28958,141,995,101783,1377,1692,231,41,0,43,,,417
D,62047,3,180626,600,2,499070,-28958,141,990,101791,1377,1686,170,39,0,46,,,329
D,62047,3,180626,700,2,499071,-28953,141,989,101800,1379,1663,325,53,0,53,,,396
D,62045,3,180626,800,2,499074,-28947,143,995,101802,1378,1933,408,53,0,49,,,2947
D,62045,3,180626,700,2,499071,-28953,142,999,101794,1379,1817,355,52,0,53,,,760
D,62047,3,180626,800,2,499074,-28947,142,990,101806,1379,1780,339,51,0,54,,,1349
D,62047,3,180626,900,2,499076,-28941,140,990,101762,1381,1745,227,46,0,78,,,643
D,62047,3,180626,1000,2,499078,-28938,142,990,101733,1399,1858,228,38,0,39,,,307
D,62045,3,180626,900,2,499076,-28941,142,993,101757,1381,1875,265,42,0,83,,,1156
D,62045,3,180626,1000,2,499078,-28938,143,991,101728,1393,1943,265,39,0,41,,,499
D,62045,3,180626,1100,2,499078,-28939,145,992,101695,1389,1628,88,20,0,41,,,1137
D,62047,3,180626,1100,2,499077,-28939,143,993,101703,1385,1645,82,25,0,39,,,655
D,62047,3,180626,1200,2,499077,-28940,144,990,101696,1417,1453,147,25,0,35,,,309
D,62047,3,180626,1300,2,499077,-28942,146,987,101667,1430,1180,154,27,0,31,,,162
